timestamp: CODE VALUEBYTE(S)
1764234063.235: 80 F8 20 
1764234063.235: 80 F8 CB 
1764234063.235: 80 F9 96 
1764234063.235: 80 F9 A6 
1764234063.235: 80 F9 10 
1764234063.235: 80 F8 C4 
1764234063.235: 80 F9 53 
1764234063.235: 80 FA 33 
1764234063.235: 80 FA 7D 
1764234063.235: 80 FA 1D 
1764234063.235: 80 F9 E9 
1764234063.235: 80 FA 77 
1764234063.235: 80 FB 56 
1764234063.235: 80 FB A0 
1764234063.235: 80 FB 33 
1764234063.235: 80 FA D8 
1764234063.235: 80 FB 36 
1764234063.235: 80 FB F5 
1764234063.235: 80 FC 41 
1764234063.235: 80 FB EE 
1764234063.315: 80 FB B4 
1764234063.315: 80 FC 2D 
1764234063.315: 80 FC FA 
1764234063.315: 80 FD 36 
1764234063.315: 80 FC AE 
1764234063.315: 80 FC 30 
1764234063.315: 80 FC 81 
1764234063.315: 80 FD 60 
1764234063.315: 80 FD E0 
1764234063.315: 80 FD 9E 
1764234063.315: 80 FD 44 
1764234063.315: 80 FD 9D 
1764234063.315: 80 FE 7C 
1764234063.315: 80 FE FB 
1764234063.315: 80 FE A8 
1764234063.315: 80 FE 26 
1764234063.315: 80 FE 4F 
1764234063.315: 80 FF 15 
1764234063.315: 80 FF 9A 
1764234063.315: 80 FF 5B 
1764234063.315: 80 FE E3 
1764234063.315: 80 FF 0A 
1764234063.315: 80 FF C9 
1764234063.315: 80 00 41 
1764234063.315: 80 FF E4 
1764234063.315: 80 FF 3B 
1764234063.315: 80 FF 32 
1764234063.315: 80 FF E7 
1764234063.315: 80 00 83 
1764234063.315: 80 00 61 
1764234063.315: 80 FF EB 
1764234063.315: 80 FF FD 
1764234063.315: 80 00 B7 
1764234063.315: 80 01 47 
1764234063.315: 80 01 01 
1764234063.315: 80 00 47 
1764234063.315: 80 00 09 
1764234063.315: 80 00 8B 
1764234063.315: 80 01 15 
1764234063.315: 80 00 EF 
1764234063.315: 80 00 5B 
1764234063.315: 80 00 36 
1764234063.315: 80 00 C3 
1764234063.315: 80 01 51 
1764234063.315: 80 01 21 
1764234063.315: 80 00 6D 
1764234063.315: 80 00 1B 
1764234063.374: 80 00 8D 
1764234063.411: 80 01 28 
1764234063.411: 80 01 25 
1764234063.411: 80 00 A3 
1764234063.411: 80 00 78 
1764234063.411: 80 01 08 
1764234063.411: 80 01 BB 
1764234063.411: 80 01 C1 
1764234063.411: 80 01 28 
1764234063.411: 80 00 CC 
1764234063.411: 80 01 27 
1764234063.411: 80 01 B7 
1764234063.411: 80 01 AD 
1764234063.411: 80 01 10 
1764234063.411: 80 00 B7 
1764234063.411: 80 01 20 
1764234063.411: 80 01 CF 
1764234063.411: 80 01 F6 
1764234063.411: 80 01 96 
1764234063.411: 80 01 93 
1764234063.411: 80 02 8E 
1764234063.411: 80 04 22 
1764234063.411: 80 05 75 
1764234063.411: 80 06 53 
1764234063.411: 80 07 60 
1764234063.411: 80 09 1E 
1764234063.411: 80 0B 35 
1764234063.411: 80 0C E6 
1764234063.411: 80 0E 06 
1764234063.411: 80 0F 1E 
1764234063.411: 86 03 3C 
1764234063.411: 03 48 
1764234063.411: 80 10 7B 
1764234063.411: 80 11 93 
1764234063.411: 80 11 9A 
1764234063.411: 80 10 83 
1764234063.604: 80 0F 1A 
1764234063.629: 80 0D F3 
1764234063.629: 80 0C A1 
1764234063.629: 80 0A 52 
1764234063.629: 80 07 0E 
1764234063.629: 80 03 F3 
1764234063.629: 80 02 10 
1764234063.629: 80 01 47 
1764234063.629: 80 00 9F 
1764234063.629: 80 FF 96 
1764234063.629: 80 FE BE 
1764234063.629: 80 FE DF 
1764234063.629: 80 FF CD 
1764234063.629: 80 00 7F 
1764234063.629: 80 00 52 
1764234063.629: 80 FF C1 
1764234063.629: 80 FF AA 
1764234063.629: 80 00 19 
1764234063.629: 80 00 40 
1764234063.629: 80 FF 9A 
1764234063.629: 80 FE B4 
1764234063.629: 80 FE 7C 
1764234063.629: 80 FF 08 
1764234063.629: 80 FF 78 
1764234063.629: 80 FF 1B 
1764234063.629: 80 FE 59 
1764234063.629: 80 FE 22 
1764234063.629: 80 FE AA 
1764234063.629: 80 FF 26 
1764234063.629: 80 FE DD 
1764234063.629: 80 FE 23 
1764234063.629: 80 FD E8 
1764234063.629: 80 FE 78 
1764234063.629: 80 FF 17 
1764234063.629: 80 FE F7 
1764234063.629: 80 FE 4F 
1764234063.629: 80 FE 0A 
1764234063.629: 80 FE 90 
1764234063.629: 80 FF 3B 
1764234063.629: 80 FF 3D 
1764234063.629: 80 FE B4 
1764234063.629: 80 FE 7E 
1764234063.629: 80 FF 07 
1764234063.629: 80 FF B1 
1764234063.629: 80 FF A5 
1764234063.629: 80 FE FB 
1764234063.629: 80 FE 9D 
1764234063.629: 80 FF 17 
1764234063.629: 80 FF DF 
1764234063.629: 80 00 15 
1764234063.629: 80 FF AC 
1764234063.629: 80 FF 79 
1764234063.629: 80 00 03 
1764234063.629: 80 00 CB 
1764234063.629: 80 00 F6 
1764234063.629: 80 00 74 
1764234063.629: 80 00 20 
1764234063.629: 80 00 93 
1764234063.629: 80 01 60 
1764234063.629: 80 01 A6 
1764234063.629: 80 01 42 
1764234063.629: 80 01 00 
1764234063.629: 80 01 83 
1764234063.629: 80 02 5F 
1764234063.629: 80 02 A7 
1764234063.661: 80 02 23 
1764234063.661: 80 01 A5 
1764234063.661: 80 01 F1 
1764234063.661: 80 02 C3 
1764234063.661: 80 03 2A 
1764234063.661: 80 02 C8 
1764234063.661: 80 02 4A 
1764234063.661: 80 02 79 
1764234063.661: 80 03 29 
1764234063.661: 80 03 75 
1764234063.661: 80 02 F1 
1764234063.661: 80 02 42 
1764234063.661: 80 02 41 
1764234063.661: 80 02 E3 
1764234063.661: 80 03 4C 
1764234063.661: 80 02 F9 
1764234063.661: 80 02 6B 
1764234063.661: 80 02 72 
1764234063.661: 80 03 0B 
1764234063.661: 80 03 65 
1764234063.661: 80 02 F9 
1764234063.661: 80 02 4A 
1764234063.661: 80 02 38 
1764234063.661: 80 02 D4 
1764234063.661: 80 03 51 
1764234063.661: 80 03 13 
1764234063.661: 80 02 86 
1764234063.661: 80 02 81 
1764234063.661: 80 03 1D 
1764234063.661: 80 03 8C 
1764234063.661: 80 03 29 
1764234063.661: 80 02 57 
1764234063.661: 80 02 07 
1764234063.661: 80 02 77 
1764234063.661: 80 02 EF 
1764234063.661: 80 02 BB 
1764234063.661: 80 02 1B 
1764234063.661: 80 01 E8 
1764234063.661: 80 02 62 
1764234063.661: 80 02 DE 
1764234063.661: 80 02 A5 
1764234063.661: 80 01 EE 
1764234063.661: 80 01 95 
1764234063.661: 80 01 F4 
1764234063.661: 80 02 73 
1764234063.661: 80 02 58 
1764234063.661: 80 01 C6 
1764234063.661: 80 01 82 
1764234063.661: 80 01 E4 
1764234063.661: 80 02 57 
1764234063.661: 80 02 24 
1764234063.661: 80 01 67 
1764234063.661: 80 00 F6 
1764234063.661: 80 01 3F 
1764234063.661: 80 01 BD 
1764234063.661: 80 01 AD 
1764234063.661: 80 01 13 
1764234063.661: 80 00 B7 
1764234063.661: 80 01 0E 
1764234063.661: 80 01 9A 
1764234063.661: 80 01 8A 
1764234063.661: 80 00 D1 
1764234063.661: 80 00 40 
1764234063.661: 80 00 72 
1764234063.694: 80 01 04 
1764234063.694: 80 01 20 
1764234063.694: 80 00 9F 
1764234063.694: 80 00 38 
1764234063.694: 80 00 81 
1764234063.694: 80 01 1A 
1764234063.694: 80 01 2B 
1764234063.694: 80 00 89 
1764234063.694: 80 FF F9 
1764234063.694: 80 00 2C 
1764234063.694: 80 00 D3 
1764234063.694: 80 01 04 
1764234063.694: 80 00 70 
1764234063.694: 80 FF CB 
1764234063.851: 80 FF DD 
1764234063.851: 80 00 74 
1764234063.851: 80 00 AB 
1764234063.851: 80 00 19 
1764234063.851: 80 FF 63 
1764234063.851: 80 FF 5A 
1764234063.851: 80 FF EB 
1764234063.851: 80 00 3D 
1764234063.851: 80 FF D7 
1764234063.851: 80 FF 43 
1764234063.851: 80 FF 4C 
1764234063.851: 80 FF E7 
1764234063.851: 80 00 3C 
1764234063.851: 80 FF C3 
1764234063.851: 80 FF 01 
1764234063.851: 80 FE D9 
1764234063.851: 80 FF 63 
1764234063.851: 80 FF D5 
1764234063.851: 80 FF 90 
1764234063.851: 80 FE F5 
1764234063.851: 80 FE D6 
1764234063.851: 80 FF 51 
1764234063.851: 80 FF AA 
1764234063.851: 80 FF 44 
1764234063.851: 80 FE 82 
1764234063.851: 80 FE 42 
1764234063.851: 80 FE B9 
1764234063.851: 80 FF 2F 
1764234063.851: 80 FE FD 
1764234063.851: 80 FE 69 
1764234063.851: 80 FE 46 
1764234063.851: 80 FE C8 
1764234063.851: 80 FF 3C 
1764234063.851: 80 FE F2 
1764234063.851: 80 FE 31 
1764234063.851: 80 FD DD 
1764234063.851: 80 FE 4B 
1764234063.851: 80 FE D3 
1764234063.851: 80 FE B6 
1764234063.851: 80 FE 1B 
1764234063.851: 80 FD DD 
1764234063.851: 80 FE 5F 
1764234063.851: 80 FF 04 
1764234063.851: 80 FE FA 
1764234063.851: 80 FE 4A 
1764234063.851: 80 FD D0 
1764234063.851: 80 FE 15 
1764234063.851: 80 FE AB 
1764234063.851: 80 FE C6 
1764234063.851: 80 FE 50 
1764234063.851: 80 FD FD 
1764234063.851: 80 FE 4F 
1764234063.851: 80 FE DE 
1764234063.851: 80 FE E7 
1764234063.851: 80 FE 52 
1764234063.851: 80 FD DF 
1764234063.851: 80 FE 21 
1764234063.851: 80 FE BE 
1764234063.851: 80 FE E3 
1764234063.851: 80 FE 62 
1764234063.851: 80 FD F0 
1764234063.851: 80 FE 33 
1764234063.851: 80 FE E0 
1764234063.851: 80 FF 1C 
1764234063.882: 80 FE 9C 
1764234063.882: 80 FE 08 
1764234063.882: 80 FE 1D 
1764234063.882: 80 FE B7 
1764234063.882: 80 FF 0D 
1764234063.882: 80 FE BC 
1764234063.882: 80 FE 4A 
1764234063.882: 80 FE 5D 
1764234063.882: 80 FE D8 
1764234063.882: 80 FE FE 
1764234063.882: 80 FE 7C 
1764234063.882: 80 FD E2 
1764234063.882: 80 FD E4 
1764234063.882: 80 FE 66 
1764234063.882: 80 FE A8 
1764234063.882: 80 FE 46 
1764234063.882: 80 FD C6 
1764234063.882: 80 FD E1 
1764234063.882: 80 FE 7F 
1764234063.882: 80 FE D3 
1764234063.882: 80 FE 64 
1764234063.913: 80 FD B3 
1764234063.913: 80 FD 95 
1764234063.913: 80 FE 1B 
1764234063.913: 80 FE 86 
1764234063.913: 80 FE 4D 
1764234063.913: 80 FD D2 
1764234063.913: 80 FD D4 
1764234063.913: 80 FE 62 
1764234063.913: 80 FE C1 
1764234063.913: 80 FE 64 
1764234063.913: 80 FD B1 
1764234063.913: 80 FD 7C 
1764234063.913: 80 FD F2 
1764234063.913: 80 FE 67 
1764234063.913: 80 FE 3F 
1764234063.913: 80 FD C4 
1764234063.913: 80 FD BB 
1764234063.913: 80 FE 51 
1764234063.913: 80 FE DB 
1764234063.913: 80 FE B2 
1764234063.913: 80 FE 18 
1764234063.913: 80 FD E2 
1764234063.913: 80 FE 58 
1764234063.913: 80 FE E1 
1764234063.913: 80 FE CF 
1764234063.913: 80 FE 53 
1764234063.913: 80 FE 34 
1764234063.913: 80 FE BF 
1764234063.913: 80 FF 58 
1764234063.913: 80 FF 49 
1764234063.913: 80 FE BA 
1764234063.913: 80 FE 82 
1764234063.913: 80 FF 07 
1764234063.913: 80 FF BF 
1764234063.913: 80 FF E3 
1764234063.913: 80 FF 7C 
1764234063.913: 80 FF 51 
1764234063.913: 80 FF D0 
1764234063.913: 80 00 77 
1764234064.009: 80 00 7D 
1764234064.009: 80 FF E2 
1764234064.009: 80 FF 6E 
1764234064.009: 80 FF AE 
1764234064.009: 80 00 3A 
1764234064.009: 80 00 4A 
1764234064.009: 80 FF C6 
1764234064.009: 80 FF 63 
1764234064.009: 80 FF AD 
1764234064.009: 80 00 42 
1764234064.009: 80 00 52 
1764234064.009: 80 FF B4 
1764234064.009: 80 FF 23 
1764234064.009: 80 FF 4B 
1764234064.009: 80 FF EE 
1764234064.009: 80 00 36 
1764234064.009: 80 FF D4 
1764234064.009: 80 FF 65 
1764234064.009: 80 FF 92 
1764234064.009: 80 00 2E 
1764234064.009: 80 00 70 
1764234064.009: 80 00 03 
1764234064.009: 80 FF 80 
1764234064.009: 80 FF 9D 
1764234064.009: 80 00 39 
1764234064.009: 80 00 87 
1764234064.009: 80 00 29 
1764234064.009: 80 FF B3 
1764234064.009: 80 FF E2 
1764234064.009: 80 00 97 
1764234064.009: 80 00 F7 
1764234064.009: 80 00 8A 
1764234064.009: 80 FF E4 
1764234064.009: 80 FF E5 
1764234064.009: 80 00 95 
1764234064.009: 80 01 24 
1764234064.009: 80 00 FC 
1764234064.009: 80 00 89 
1764234064.009: 80 00 99 
1764234064.049: 80 01 39 
1764234064.073: 80 01 A7 
1764234064.073: 80 01 53 
1764234064.073: 80 00 B1 
1764234064.073: 80 00 9B 
1764234064.073: 80 01 36 
1764234064.073: 80 01 BE 
1764234064.073: 80 01 8F 
1764234064.073: 80 01 03 
1764234064.073: 80 00 F6 
1764234064.073: 80 01 9A 
1764234064.073: 80 02 32 
1764234064.073: 80 02 06 
1764234064.073: 80 01 5E 
1764234064.073: 80 01 23 
1764234064.073: 80 01 AB 
1764234064.073: 80 02 53 
1764234064.073: 80 02 59 
1764234064.073: 80 01 E1 
1764234064.073: 02 C8 
1764234064.073: 80 01 BC 
1764234064.073: 80 02 43 
1764234064.073: 80 02 D9 
1764234064.073: 80 02 C2 
1764234064.073: 80 02 24 
1764234064.073: 80 01 DE 
1764234064.073: 80 02 5F 
1764234064.073: 80 03 11 
1764234064.073: 80 03 22 
1764234064.073: 80 02 A1 
1764234064.073: 80 02 6A 
1764234064.073: 80 02 F5 
1764234064.073: 80 03 B0 
1764234064.073: 80 03 B6 
1764234064.073: 80 03 04 
1764234064.073: 80 02 89 
1764234064.073: 80 02 EC 
1764234064.073: 80 03 B7 
1764234064.073: 80 03 F8 
1764234064.073: 80 03 7F 
1764234064.073: 80 03 1E 
1764234064.073: 80 03 87 
1764234064.073: 80 04 5B 
1764234064.073: 80 04 A3 
1764234064.073: 80 04 19 
1764234064.073: 80 03 80 
1764234064.104: 80 03 A1 
1764234064.104: 80 04 44 
1764234064.104: 80 04 87 
1764234064.104: 80 04 0E 
1764234064.104: 80 03 80 
1764234064.104: 80 03 95 
1764234064.104: 80 04 1C 
1764234064.104: 80 04 3E 
1764234064.104: 80 03 A3 
1764234064.104: 80 02 F0 
1764234064.104: 80 02 E7 
1764234064.104: 80 03 66 
1764234064.104: 80 03 99 
1764234064.135: 80 03 1A 
1764234064.135: 80 02 79 
1764234064.135: 80 02 72 
1764234064.135: 80 02 EB 
1764234064.135: 80 03 12 
1764234064.135: 80 02 77 
1764234064.135: 80 01 A0 
1764234064.135: 80 01 54 
1764234064.135: 80 01 93 
1764234064.135: 80 01 A6 
1764234064.246: 80 01 1A 
1764234064.277: 80 00 61 
1764234064.277: 80 00 30 
1764234064.277: 80 00 82 
1764234064.277: 80 00 97 
1764234064.277: 80 FF F7 
1764234064.277: 80 FF 19 
1764234064.277: 80 FE D3 
1764234064.277: 80 FF 3C 
1764234064.277: 80 FF 8F 
1764234064.277: 80 FF 2B 
1764234064.277: 80 FE 6B 
1764234064.277: 80 FE 2E 
1764234064.277: 80 FE AA 
1764234064.277: 80 FF 1B 
1764234064.277: 80 FE BC 
1764234064.277: 80 FD C3 
1764234064.277: 80 FD 20 
1764234064.277: 80 FD 41 
1764234064.277: 80 FD 98 
1764234064.277: 80 FD 5F 
1764234064.277: 80 FC A3 
1764234064.277: 80 FC 32 
1764234064.277: 80 FC 82 
1764234064.277: 80 FD 1E 
1764234064.277: 80 FD 48 
1764234064.277: 80 FD 0F 
1764234064.277: 80 FD 4C 
1764234064.277: 80 FE 88 
1764234064.277: 80 00 47 
1764234064.277: 80 01 9C 
1764234064.277: 80 02 56 
1764234064.277: 80 03 39 
1764234064.277: 80 04 EF 
1764234064.277: 80 07 2B 
1764234064.277: 80 08 F6 
1764234064.277: 80 09 CC 
1764234064.277: 80 0A 10 
1764234064.277: 80 0A 4C 
1764234064.277: 80 0A 64 
1764234064.277: 80 09 BC 
1764234064.277: 80 08 17 
1764234064.277: 80 05 EE 
1764234064.277: 80 03 CB 
1764234064.277: 80 01 9D 
1764234064.277: 80 FF 02 
1764234064.277: 80 FC 20 
1764234064.277: 80 F9 CC 
1764234064.277: 80 F8 B0 
1764234064.277: 86 03 42 
1764234064.277: 03 48 
1764234064.277: 80 F8 7F 
1764234064.277: 80 F8 5A 
1764234064.278: 80 F7 E2 
1764234064.278: 80 F7 9D 
1764234064.278: 80 F8 1B 
1764234064.278: 80 F9 0B 
1764234064.278: 80 F9 83 
1764234064.278: 80 F9 18 
1764234064.278: 80 F8 5D 
1764234064.278: 80 F8 1E 
1764234064.278: 80 F8 5C 
1764234064.278: 80 F8 65 
1764234064.278: 80 F7 DB 
1764234064.278: 80 F7 41 
1764234064.278: 80 F7 48 
1764234064.278: 80 F7 DF 
1764234064.308: 80 F8 40 
1764234064.308: 80 F7 F6 
1764234064.308: 80 F7 71 
1764234064.476: 80 F7 6C 
1764234064.511: 80 F7 EA 
1764234064.511: 80 F8 3A 
1764234064.511: 80 F7 E9 
1764234064.511: 80 F7 69 
1764234064.511: 80 F7 77 
1764234064.511: 80 F8 16 
1764234064.511: 80 F8 80 
1764234064.511: 80 F8 2F 
1764234064.511: 80 F7 92 
1764234064.511: 80 F7 7E 
1764234064.511: 80 F8 11 
1764234064.511: 80 F8 90 
1764234064.511: 80 F8 61 
1764234064.511: 80 F7 E2 
1764234064.511: 80 F7 E9 
1764234064.511: 80 F8 9D 
1764234064.511: 80 F9 3B 
1764234064.511: 80 F9 0E 
1764234064.511: 80 F8 61 
1764234064.511: 80 F8 1C 
1764234064.511: 80 F8 93 
1764234064.511: 80 F9 23 
1764234064.511: 80 F9 0E 
1764234064.511: 80 F8 7D 
1764234064.511: 80 F8 43 
1764234064.511: 80 F8 BE 
1764234064.511: 80 F9 52 
1764234064.511: 80 F9 3B 
1764234064.511: 80 F8 8C 
1764234064.511: 80 F8 1D 
1764234064.511: 80 F8 6D 
1764234064.511: 80 F9 01 
1764234064.511: 80 F9 0D 
1764234064.511: 80 F8 80 
1764234064.511: 80 F8 17 
1764234064.511: 80 F8 5A 
1764234064.511: 80 F8 E6 
1764234064.511: 80 F8 F5 
1764234064.511: 80 F8 66 
1764234064.511: 80 F7 EE 
1764234064.511: 80 F8 1D 
1764234064.511: 80 F8 A3 
1764234064.511: 80 F8 C0 
1764234064.511: 80 F8 4B 
1764234064.511: 80 F7 EE 
1764234064.511: 80 F8 37 
1764234064.511: 80 F8 CE 
1764234064.511: 80 F8 E9 
1764234064.511: 80 F8 5A 
1764234064.511: 80 F7 DB 
1764234064.511: 80 F8 19 
1764234064.511: 80 F8 D4 
1764234064.511: 80 F9 34 
1764234064.511: 80 F8 E8 
1764234064.511: 80 F8 97 
1764234064.511: 80 F8 EF 
1764234064.511: 80 F9 B8 
1764234064.511: 80 FA 13 
1764234064.511: 80 F9 A6 
1764234064.511: 80 F9 15 
1764234064.511: 80 F9 2F 
1764234064.511: 80 F9 DB 
1764234064.511: 80 FA 49 
1764234064.511: 80 FA 0E 
1764234064.543: 80 F9 B7 
1764234064.543: 80 FA 07 
1764234064.543: 80 FA E0 
1764234064.543: 80 FB 64 
1764234064.543: 80 FB 18 
1764234064.543: 80 FA 8D 
1764234064.543: 80 FA A1 
1764234064.543: 80 FB 5E 
1764234064.543: 80 FB EF 
1764234064.543: 80 FB C3 
1764234064.543: 80 FB 4B 
1764234064.543: 80 FB 60 
1764234064.543: 80 FC 18 
1764234064.543: 80 FC AF 
1764234064.543: 80 FC 8F 
1764234064.543: 80 FC 1D 
1764234064.543: 80 FC 2C 
1764234064.543: 80 FC E1 
1764234064.543: 80 FD 82 
1764234064.543: 80 FD 74 
1764234064.543: 80 FD 0F 
1764234064.543: 80 FD 25 
1764234064.543: 80 FD DF 
1764234064.543: 80 FE 84 
1764234064.543: 80 FE 6C 
1764234064.543: 80 FD E3 
1764234064.543: 80 FD C2 
1764234064.543: 80 FE 50 
1764234064.543: 80 FE F0 
1764234064.543: 80 FE F8 
1764234064.543: 80 FE 99 
1764234064.543: 80 FE 98 
1764234064.543: 80 FF 30 
1764234064.543: 80 FF BF 
1764234064.543: 80 FF 9A 
1764234064.543: 80 FE FF 
1764234064.543: 80 FE CD 
1764234064.543: 80 FF 63 
1764234064.543: 80 00 1C 
1764234064.543: 80 00 2C 
1764234064.543: 80 FF AB 
1764234064.543: 80 FF 7A 
1764234064.543: 80 00 10 
1764234064.543: 80 00 D7 
1764234064.543: 80 00 EA 
1764234064.543: 80 00 46 
1764234064.543: 80 FF CF 
1764234064.543: 80 00 24 
1764234064.543: 80 00 D2 
1764234064.543: 80 00 F4 
1764234064.543: 80 00 66 
1764234064.543: 80 FF FB 
1764234064.543: 80 00 50 
1764234064.543: 80 00 FC 
1764234064.543: 80 01 11 
1764234064.543: 80 00 5E 
1764234064.543: 80 FF BB 
1764234064.543: 80 FF E6 
1764234064.543: 80 00 8D 
1764234064.543: 80 00 C0 
1764234064.575: 80 00 36 
1764234064.575: 80 FF AA 
1764234064.575: 80 FF D8 
1764234064.575: 80 00 76 
1764234064.575: 80 00 95 
1764234064.575: 80 FF E2 
1764234064.575: 80 FF 1C 
1764234064.575: 80 FF 15 
1764234064.575: 80 FF 9F 
1764234064.575: 80 FF D5 
1764234064.575: 80 FF 54 
1764234064.575: 80 FE C1 
1764234064.575: 80 FE E2 
1764234064.575: 80 FF 88 
1764234064.575: 80 FF C7 
1764234064.575: 80 FF 2A 
1764234064.575: 80 FE 5B 
1764234064.575: 80 FE 41 
1764234064.575: 80 FE D4 
1764234064.575: 80 FF 33 
1764234064.575: 80 FE D5 
1764234064.575: 80 FE 44 
1764234064.575: 80 FE 5F 
1764234064.575: 80 FF 21 
1764234064.575: 80 FF A2 
1764234064.575: 80 FF 41 
1764234064.575: 80 FE 83 
1764234064.575: 80 FE 61 
1764234064.575: 80 FF 05 
1764234064.575: 80 FF 97 
1764234064.575: 80 FF 5B 
1764234064.575: 80 FE AF 
1764234064.575: 80 FE 8B 
1764234064.575: 80 FF 33 
1764234064.575: 80 FF DF 
1764234064.575: 80 FF C6 
1764234064.575: 80 FF 2A 
1764234064.575: 80 FE FD 
1764234064.575: 80 FF 9D 
1764234064.667: 80 00 5D 
1764234064.667: 80 00 6F 
1764234064.667: 80 FF FC 
1764234064.667: 80 FF E3 
1764234064.667: 80 00 85 
1764234064.667: 80 01 38 
1764234064.667: 80 01 29 
1764234064.667: 80 00 79 
1764234064.667: 80 00 1F 
1764234064.667: 80 00 A5 
1764234064.667: 80 01 7A 
1764234064.667: 80 01 B9 
1764234064.667: 80 01 55 
1764234064.667: 80 01 26 
1764234064.667: 80 01 B9 
1764234064.667: 80 02 8E 
1764234064.667: 80 02 BE 
1764234064.667: 80 02 38 
1764234064.667: 80 01 D6 
1764234064.667: 80 02 3B 
1764234064.667: 80 02 FD 
1764234064.667: 80 03 3A 
1764234064.667: 80 02 CC 
1764234064.667: 80 02 82 
1764234064.667: 80 03 00 
1764234064.667: 80 03 DA 
1764234064.667: 80 04 1E 
1764234064.667: 80 03 93 
1764234064.667: 80 03 0A 
1764234064.667: 80 03 48 
1764234064.667: 80 04 0A 
1764234064.667: 80 04 65 
1764234064.667: 80 04 02 
1764234064.667: 80 03 91 
1764234064.667: 80 03 CF 
1764234064.667: 80 04 87 
1764234064.667: 80 04 D8 
1764234064.667: 80 04 65 
1764234064.667: 80 03 D7 
1764234064.667: 80 03 F6 
1764234064.667: 80 04 A1 
1764234064.667: 80 04 F9 
1764234064.667: 80 04 90 
1764234064.667: 80 03 FA 
1764234064.667: 80 04 03 
1764234064.667: 80 04 98 
1764234064.667: 80 04 DF 
1764234064.667: 80 04 57 
1764234064.699: 80 03 91 
1764234064.699: 80 03 6D 
1764234064.699: 80 03 FD 
1764234064.699: 80 04 6B 
1764234064.699: 80 04 1E 
1764234064.699: 80 03 81 
1764234064.699: 80 03 6C 
1764234064.699: 80 03 FB 
1764234064.699: 80 04 5F 
1764234064.699: 80 03 F4 
1764234064.699: 80 03 20 
1764234064.699: 80 02 D1 
1764234064.699: 80 03 46 
1764234064.699: 80 03 C0 
1764234064.699: 80 03 8B 
1764234064.699: 80 02 EF 
1764234064.857: 80 02 C9 
1764234064.857: 80 03 53 
1764234064.857: 80 03 D2 
1764234064.857: 80 03 8A 
1764234064.857: 80 02 BF 
1764234064.857: 80 02 60 
1764234064.857: 80 02 C6 
1764234064.857: 80 03 42 
1764234064.857: 80 03 08 
1764234064.857: 80 02 40 
1764234064.857: 80 01 CF 
1764234064.857: 80 02 22 
1764234064.857: 80 02 9B 
1764234064.857: 80 02 69 
1764234064.857: 80 01 A1 
1764234064.857: 80 01 23 
1764234064.857: 80 01 71 
1764234064.857: 80 02 09 
1764234064.857: 80 02 16 
1764234064.857: 80 01 8C 
1764234064.857: 80 01 2A 
1764234064.857: 80 01 6E 
1764234064.857: 80 01 E0 
1764234064.857: 80 01 B8 
1764234064.857: 80 00 F0 
1764234064.857: 80 00 5A 
1764234064.857: 80 00 89 
1764234064.857: 80 01 18 
1764234064.857: 80 01 33 
1764234064.857: 80 00 B4 
1764234064.857: 80 00 54 
1764234064.857: 80 00 A5 
1764234064.857: 80 01 47 
1764234064.857: 80 01 64 
1764234064.857: 80 00 D1 
1764234064.857: 80 00 49 
1764234064.857: 80 00 75 
1764234064.857: 80 01 0E 
1764234064.857: 80 01 3E 
1764234064.857: 80 00 C6 
1764234064.857: 80 00 54 
1764234064.857: 80 00 94 
1764234064.857: 80 01 43 
1764234064.857: 80 01 86 
1764234064.857: 80 01 0F 
1764234064.857: 80 00 8B 
1764234064.857: 80 00 BA 
1764234064.857: 80 01 77 
1764234064.857: 80 01 E9 
1764234064.857: 80 01 AA 
1764234064.857: 80 01 4B 
1764234064.857: 80 01 89 
1764234064.857: 80 02 49 
1764234064.857: 80 02 BA 
1764234064.857: 80 02 6D 
1764234064.857: 80 01 F1 
1764234064.857: 80 02 14 
1764234064.857: 80 02 D5 
1764234064.857: 80 03 69 
1764234064.857: 80 03 48 
1764234064.857: 80 02 E1 
1764234064.857: 80 02 F7 
1764234064.857: 80 03 9B 
1764234064.857: 80 04 0F 
1764234064.889: 80 03 CD 
1764234064.889: 80 03 3E 
1764234064.889: 80 03 33 
1764234064.889: 80 03 D1 
1764234064.889: 80 04 64 
1764234064.889: 80 04 4A 
1764234064.889: 80 03 C8 
1764234064.889: 80 03 A8 
1764234064.889: 80 04 25 
1764234064.889: 80 04 9E 
1764234064.889: 80 04 6F 
1764234064.889: 80 03 C7 
1764234064.889: 80 03 6F 
1764234064.889: 80 03 BC 
1764234064.889: 80 04 29 
1764234064.889: 80 04 0E 
1764234064.889: 80 03 82 
1764234064.889: 80 03 35 
1764234064.889: 80 03 7A 
1764234064.889: 80 03 D4 
1764234064.889: 80 03 9C 
1764234064.889: 80 02 E8 
1764234064.889: 80 02 77 
1764234064.921: 80 02 AF 
1764234064.921: 80 03 1B 
1764234064.921: 80 03 08 
1764234064.921: 80 02 70 
1764234064.921: 80 02 01 
1764234064.921: 80 02 23 
1764234064.921: 80 02 68 
1764234064.921: 80 02 1D 
1764234064.921: 80 01 43 
1764234064.921: 80 00 9C 
1764234064.921: 80 00 AE 
1764234064.921: 80 01 18 
1764234064.921: 80 01 15 
1764234064.921: 80 00 87 
1764234064.953: 80 00 1A 
