timestamp: CODE VALUEBYTE(S)
1764233996.603: 80 F9 5B 
1764233996.603: 80 F9 FA 
1764233996.603: 80 FA 24 
1764233996.603: 80 F9 AD 
1764233996.603: 80 F9 57 
1764233996.603: 80 F9 C0 
1764233996.603: 80 FA 85 
1764233996.603: 80 FA BD 
1764233996.603: 80 FA 2C 
1764233996.603: 80 F9 9D 
1764233996.603: 80 F9 D3 
1764233996.603: 80 FA 93 
1764233996.603: 80 FA F6 
1764233996.603: 80 FA A0 
1764233996.603: 80 FA 37 
1764233996.603: 80 FA 78 
1764233996.603: 80 FB 30 
1764233996.603: 80 FB 80 
1764233996.603: 80 FB 09 
1764233996.603: 80 FA 73 
1764233996.603: 80 FA 8E 
1764233996.603: 80 FB 42 
1764233996.603: 80 FB B6 
1764233996.603: 80 FB 76 
1764233996.603: 80 FB 0E 
1764233996.603: 80 FB 48 
1764233996.603: 80 FC 15 
1764233996.603: 80 FC 9A 
1764233996.603: 80 FC 53 
1764233996.603: 80 FB C2 
1764233996.603: 80 FB C3 
1764233996.603: 80 FC 68 
1764233996.603: 80 FC F0 
1764233996.603: 80 FC CB 
1764233996.603: 80 FC 62 
1764233996.603: 80 FC 7F 
1764233996.603: 80 FD 35 
1764233996.603: 80 FD BE 
1764233996.603: 80 FD 83 
1764233996.634: 80 FC EE 
1764233996.634: 80 FC E5 
1764233996.634: 80 FD 98 
1764233996.634: 80 FE 49 
1764233996.634: 80 FE 46 
1764233996.634: 80 FD DB 
1764233996.634: 80 FD E7 
1764233996.634: 80 FE A8 
1764233996.634: 80 FF 60 
1764233996.634: 80 FF 4E 
1764233996.634: 80 FE B4 
1764233996.634: 80 FE 86 
1764233996.634: 80 FF 29 
1764233996.634: 80 FF F6 
1764233996.634: 80 00 15 
1764233996.634: 80 FF A3 
1764233996.634: 80 FF 87 
1764233996.634: 80 00 35 
1764233996.634: 80 01 10 
1764233996.634: 80 01 38 
1764233996.634: 80 00 B2 
1764233996.634: 80 00 69 
1764233996.634: 80 00 F2 
1764233996.634: 80 01 CE 
1764233996.666: 80 02 1A 
1764233996.666: 80 01 BD 
1764233996.666: 80 01 87 
1764233996.666: 80 02 0B 
1764233996.666: 80 02 D8 
1764233996.666: 80 03 0B 
1764233996.666: 80 02 86 
1764233996.666: 80 02 1B 
1764233996.666: 80 02 77 
1764233996.666: 80 03 40 
1764233996.666: 80 03 96 
1764233996.666: 80 03 44 
1764233996.666: 80 03 02 
1764233996.666: 80 03 78 
1764233996.666: 80 04 4C 
1764233996.666: 80 04 9C 
1764233996.746: 80 04 29 
1764233996.746: 80 03 B3 
1764233996.746: 80 03 FA 
1764233996.746: 80 04 C3 
1764233996.746: 80 05 2B 
1764233996.746: 80 04 DD 
1764233996.746: 80 04 7D 
1764233996.746: 80 04 C9 
1764233996.746: 80 05 90 
1764233996.746: 80 05 F1 
1764233996.746: 80 05 8C 
1764233996.746: 80 05 03 
1764233996.746: 80 05 23 
1764233996.746: 80 05 D9 
1764233996.746: 80 06 4E 
1764233996.746: 80 06 0E 
1764233996.746: 80 05 A2 
1764233996.746: 80 05 D2 
1764233996.746: 80 06 8C 
1764233996.746: 80 06 F8 
1764233996.746: 80 06 99 
1764233996.746: 80 05 F5 
1764233996.746: 80 05 ED 
1764233996.746: 80 06 8F 
1764233996.746: 80 07 0E 
1764233996.746: 80 06 D3 
1764233996.746: 80 06 48 
1764233996.746: 80 06 46 
1764233996.746: 80 06 E7 
1764233996.746: 80 07 60 
1764233996.746: 80 07 0F 
1764233996.746: 80 06 53 
1764233996.746: 80 06 13 
1764233996.746: 80 06 8C 
1764233996.746: 80 07 09 
1764233996.746: 80 06 DD 
1764233996.746: 80 06 4C 
1764233996.746: 80 06 29 
1764233996.746: 80 06 AD 
1764233996.825: 80 07 25 
1764233996.825: 80 06 DC 
1764233996.825: 80 06 15 
1764233996.825: 80 05 B9 
1764233996.825: 80 06 1E 
1764233996.825: 80 06 9F 
1764233996.825: 80 06 77 
1764233996.825: 80 05 CE 
1764233996.825: 80 05 81 
1764233996.825: 80 05 F4 
1764233996.825: 80 06 84 
1764233996.825: 80 06 5E 
1764233996.825: 80 05 9B 
1764233996.825: 80 05 1F 
1764233996.825: 80 05 71 
1764233996.825: 80 06 07 
1764233996.825: 80 06 09 
1764233996.825: 80 05 70 
1764233996.825: 80 05 12 
1764233996.825: 80 05 7C 
1764233996.825: 80 06 34 
1764233996.825: 80 06 55 
1764233996.825: 80 05 BF 
1764233996.825: 80 05 44 
1764233996.825: 80 05 8A 
1764233996.825: 80 06 38 
1764233996.825: 80 06 71 
1764233996.825: 80 06 01 
1764233996.825: 80 05 98 
1764233996.825: 80 05 D9 
1764233996.825: 80 06 75 
1764233996.825: 80 06 96 
1764233996.825: 80 06 05 
1764233996.825: 80 05 78 
1764233996.825: 80 05 A2 
1764233996.825: 80 06 45 
1764233996.825: 80 06 87 
1764233996.825: 80 06 18 
1764233996.825: 80 05 A0 
1764233996.825: 80 05 D2 
1764233996.825: 80 06 7B 
1764233996.825: 80 06 B8 
1764233996.825: 80 06 28 
1764233996.825: 80 05 75 
1764233996.825: 80 05 76 
1764233996.825: 80 06 19 
1764233996.825: 80 06 80 
1764233996.825: 80 06 27 
1764233996.902: 80 05 96 
1764233996.902: 80 05 A0 
1764233996.902: 80 06 43 
1764233996.902: 80 06 A5 
1764233996.902: 80 06 36 
1764233996.902: 80 05 72 
1764233996.902: 80 05 40 
1764233996.902: 80 05 C1 
1764233996.902: 80 06 30 
1764233996.902: 80 05 EC 
1764233996.902: 80 05 53 
1764233996.902: 80 05 37 
1764233996.902: 80 05 BB 
1764233996.902: 80 06 1C 
1764233996.902: 80 05 B6 
1764233996.902: 80 04 E5 
1764233996.902: 80 04 92 
1764233996.902: 80 04 FF 
1764233996.902: 80 05 78 
1764233996.902: 80 05 43 
1764233996.902: 80 04 9E 
1764233996.902: 80 04 64 
1764233996.902: 80 04 DD 
1764233996.902: 80 05 59 
1764233996.902: 80 05 17 
1764233996.902: 80 04 46 
1764233996.902: 80 03 CC 
1764233996.902: 80 04 12 
1764233996.902: 80 04 85 
1764233997.106: 80 04 5F 
1764233997.141: 80 03 B8 
1764233997.141: 80 03 5B 
1764233997.141: 80 03 B1 
1764233997.141: 80 04 2B 
1764233997.141: 80 04 03 
1764233997.141: 80 03 44 
1764233997.141: 80 02 C3 
1764233997.141: 80 02 FD 
1764233997.141: 80 03 77 
1764233997.141: 80 03 67 
1764233997.141: 80 02 C3 
1764233997.141: 80 02 4F 
1764233997.141: 80 02 8B 
1764233997.141: 80 03 04 
1764233997.141: 80 02 ED 
1764233997.141: 80 02 32 
1764233997.141: 80 01 9A 
1764233997.141: 80 01 BD 
1764233997.141: 80 02 40 
1764233997.141: 80 02 54 
1764233997.141: 80 01 CA 
1764233997.141: 80 01 51 
1764233997.141: 80 01 7F 
1764233997.141: 80 02 02 
1764233997.141: 80 02 07 
1764233997.141: 80 01 58 
1764233997.141: 80 00 A6 
1764233997.141: 80 00 A2 
1764233997.141: 80 01 17 
1764233997.141: 80 01 39 
1764233997.141: 80 00 BC 
1764233997.141: 80 00 3A 
1764233997.141: 80 00 5B 
1764233997.141: 80 00 E8 
1764233997.141: 80 01 11 
1764233997.141: 80 00 81 
1764233997.141: 80 FF D7 
1764233997.141: 80 FF D3 
1764233997.141: 80 00 5B 
1764233997.141: 80 00 9F 
1764233997.141: 80 00 31 
1764233997.141: 80 FF 99 
1764233997.141: 80 FF 97 
1764233997.141: 80 00 1B 
1764233997.141: 80 00 57 
1764233997.141: 80 FF D3 
1764233997.141: 80 FF 11 
1764233997.141: 80 FE E6 
1764233997.141: 80 FF 62 
1764233997.141: 80 FF C1 
1764233997.141: 80 FF 74 
1764233997.141: 80 FE E3 
1764233997.141: 80 FE D5 
1764233997.141: 80 FF 5F 
1764233997.141: 80 FF C1 
1764233997.141: 80 FF 62 
1764233997.141: 80 FE A2 
1764233997.141: 80 FE 5B 
1764233997.141: 80 FE C3 
1764233997.141: 80 FF 28 
1764233997.141: 80 FE E6 
1764233997.141: 80 FE 43 
1764233997.141: 80 FE 0E 
1764233997.141: 80 FE 82 
1764233997.172: 80 FE EF 
1764233997.172: 80 FE A4 
1764233997.172: 80 FD E4 
1764233997.172: 80 FD 8B 
1764233997.172: 80 FD F1 
1764233997.172: 80 FE 75 
1764233997.172: 80 FE 57 
1764233997.172: 80 FD BA 
1764233997.172: 80 FD 6E 
1764233997.172: 80 FD D3 
1764233997.172: 80 FE 53 
1764233997.172: 80 FE 29 
1764233997.172: 80 FD 6D 
1764233997.172: 80 FC F7 
1764233997.172: 80 FD 42 
1764233997.172: 80 FD D0 
1764233997.172: 80 FD D7 
1764233997.172: 80 FD 54 
1764233997.172: 80 FD 0A 
1764233997.172: 80 FD 74 
1764233997.172: 80 FE 17 
1764233997.172: 80 FE 24 
1764233997.172: 80 FD 8F 
1764233997.172: 80 FD 21 
1764233997.172: 80 FD 70 
1764233997.172: 80 FE 18 
1764233997.172: 80 FE 4A 
1764233997.172: 80 FD DF 
1764233997.172: 80 FD 8D 
1764233997.172: 80 FD E9 
1764233997.172: 80 FE 9A 
1764233997.172: 80 FE CF 
1764233997.172: 80 FE 5A 
1764233997.172: 80 FD F5 
1764233997.172: 80 FE 4A 
1764233997.172: 80 FF 11 
1764233997.172: 80 FF 73 
1764233997.172: 80 FF 28 
1764233997.172: 80 FE D5 
1764233997.172: 80 FF 1E 
1764233997.172: 80 FF C1 
1764233997.172: 80 FF E0 
1764233997.172: 80 FF 28 
1764233997.172: 80 FE 45 
1764233997.172: 80 FE 03 
1764233997.172: 80 FE 4A 
1764233997.172: 80 FE 4C 
1764233997.172: 80 FD A0 
1764233997.172: 80 FC D3 
1764233997.172: 80 FC A5 
1764233997.172: 80 FD 07 
1764233997.172: 80 FD 2A 
1764233997.172: 80 FC 9A 
1764233997.172: 80 FB DC 
1764233997.172: 80 FB BE 
1764233997.172: 80 FC 44 
1764233997.172: 80 FC A3 
1764233997.172: 80 FC 53 
1764233997.172: 80 FB C4 
1764233997.172: 80 FB BF 
1764233997.204: 80 FC 55 
1764233997.204: 80 FC BB 
1764233997.204: 80 FC 5B 
1764233997.204: 80 FB 9A 
1764233997.204: 80 FB 55 
1764233997.204: 80 FB C0 
1764233997.204: 80 FC 27 
1764233997.204: 80 FB E6 
1764233997.204: 80 FB 47 
1764233997.204: 80 FB 1C 
1764233997.204: 80 FB A1 
1764233997.204: 80 FC 27 
1764233997.204: 80 FB FB 
1764233997.204: 80 FB 56 
1764233997.204: 80 FB 11 
1764233997.204: 80 FB 84 
1764233997.204: 80 FC 12 
1764233997.204: 80 FC 02 
1764233997.204: 80 FB 74 
1764233997.204: 80 FB 38 
1764233997.204: 80 FB AF 
1764233997.204: 80 FC 47 
1764233997.204: 80 FC 42 
1764233997.204: 80 FB C1 
1764233997.204: 80 FB A6 
1764233997.204: 80 FC 73 
1764233997.204: 80 FD B2 
1764233997.204: 80 FE A6 
1764233997.204: 80 FF 4E 
1764233997.204: 80 00 5D 
1764233997.204: 80 02 2A 
1764233997.204: 80 04 22 
1764233997.204: 80 05 89 
1764233997.204: 80 06 79 
1764233997.204: 80 07 BE 
1764233997.204: 80 09 AA 
1764233997.204: 86 02 FC 
1764233997.204: 03 4F 
1764233997.204: 80 0B 71 
1764233997.204: 80 0C 07 
1764233997.204: 80 0B 5D 
1764233997.300: 80 0A 66 
1764233997.300: 80 09 CC 
1764233997.300: 80 09 12 
1764233997.300: 80 07 3C 
1764233997.300: 80 04 32 
1764233997.300: 80 01 07 
1764233997.300: 80 FE CF 
1764233997.300: 80 FD 81 
1764233997.300: 80 FC 51 
1764233997.300: 80 FA E7 
1764233997.300: 80 F9 DB 
1764233997.300: 80 F9 D2 
1764233997.300: 80 FA 84 
1764233997.300: 80 FA FF 
1764233997.300: 80 FA CA 
1764233997.300: 80 FA 6B 
1764233997.300: 80 FA 91 
1764233997.300: 80 FB 18 
1764233997.300: 80 FB 36 
1764233997.300: 80 FA 8E 
1764233997.300: 80 F9 BB 
1764233997.300: 80 F9 86 
1764233997.300: 80 F9 E5 
1764233997.300: 80 FA 0C 
1764233997.300: 80 F9 88 
1764233997.300: 80 F8 DE 
1764233997.300: 80 F8 D7 
1764233997.300: 80 F9 69 
1764233997.300: 80 F9 C1 
1764233997.300: 80 F9 5B 
1764233997.300: 80 F8 B2 
1764233997.300: 80 F8 A0 
1764233997.300: 80 F9 33 
1764233997.300: 80 F9 9E 
1764233997.300: 80 F9 47 
1764233997.300: 80 F8 9A 
1764233997.300: 80 F8 7D 
1764233997.300: 80 F9 1A 
1764233997.300: 80 F9 AC 
1764233997.300: 80 F9 85 
1764233997.300: 80 F8 F5 
1764233997.300: 80 F8 DC 
1764233997.300: 80 F9 79 
1764233997.300: 80 FA 14 
1764233997.300: 80 F9 EE 
1764233997.300: 80 F9 44 
1764233997.332: 80 F8 FA 
1764233997.332: 80 F9 71 
1764233997.332: 80 FA 0A 
1764233997.332: 80 FA 06 
1764233997.332: 80 F9 84 
1764233997.332: 80 F9 58 
1764233997.332: 80 F9 DD 
1764233997.332: 80 FA 7A 
1764233997.364: 80 FA 6A 
1764233997.364: 80 F9 C9 
1764233997.364: 80 F9 78 
1764233997.364: 80 F9 EE 
1764233997.364: 80 FA A3 
1764233997.364: 80 FA C6 
1764233997.364: 80 FA 5A 
1764233997.364: 80 FA 2B 
1764233997.364: 80 FA B6 
1764233997.364: 80 FB 78 
1764233997.364: 80 FB 95 
1764233997.364: 80 FB 01 
1764233997.364: 80 FA 91 
1764233997.364: 80 FA E6 
1764233997.364: 80 FB 9B 
1764233997.364: 80 FB D5 
1764233997.364: 80 FB 69 
1764233997.364: 80 FB 1A 
1764233997.364: 80 FB 83 
1764233997.364: 80 FC 48 
1764233997.364: 80 FC 85 
1764233997.364: 80 FC 03 
1764233997.364: 80 FB 85 
1764233997.364: 80 FB C6 
1764233997.364: 80 FC 85 
1764233997.416: 80 FC DE 
1764233997.444: 80 FC 85 
1764233997.444: 80 FC 29 
1764233997.444: 80 FC 85 
1764233997.444: 80 FD 5E 
1764233997.444: 80 FD CD 
1764233997.444: 80 FD 71 
1764233997.444: 80 FC F5 
1764233997.444: 80 FD 2C 
1764233997.444: 80 FD FB 
1764233997.444: 80 FE 83 
1764233997.444: 80 FE 51 
1764233997.444: 80 FD F4 
1764233997.444: 80 FE 37 
1764233997.444: 80 FF 06 
1764233997.444: 80 FF 86 
1764233997.444: 80 FF 39 
1764233997.444: 80 FE AC 
1764233997.444: 80 FE BE 
1764233997.444: 80 FF 7C 
1764233997.444: 80 00 17 
1764233997.444: 80 FF F8 
1764233997.444: 80 FF 8F 
1764233997.444: 80 FF B2 
1764233997.444: 80 00 73 
1764233997.444: 80 01 08 
1764233997.444: 80 00 D3 
1764233997.444: 80 00 3E 
1764233997.444: 80 00 30 
1764233997.444: 80 00 DC 
1764233997.444: 80 01 81 
1764233997.444: 80 01 72 
1764233997.476: 80 00 FE 
1764233997.476: 80 01 01 
1764233997.476: 80 01 AD 
1764233997.476: 02 C8 
1764233997.476: 80 02 45 
1764233997.476: 80 02 12 
1764233997.476: 80 01 63 
1764233997.476: 80 01 29 
1764233997.476: 80 01 B8 
1764233997.476: 80 02 5F 
1764233997.476: 80 02 59 
1764233997.476: 80 01 DB 
1764233997.476: 80 01 C5 
1764233997.476: 80 02 70 
1764233997.476: 80 03 2B 
1764233997.476: 80 03 28 
1764233997.476: 80 02 8B 
1764233997.476: 80 02 3F 
1764233997.476: 80 02 BA 
1764233997.476: 80 03 69 
1764233997.476: 80 03 79 
1764233997.476: 80 02 F8 
1764233997.476: 80 02 BB 
1764233997.476: 80 03 37 
1764233997.476: 80 03 DD 
1764233997.476: 80 03 D6 
1764233997.476: 80 03 28 
1764233997.476: 80 02 B1 
1764233997.476: 80 03 05 
1764233997.508: 80 03 AB 
1764233997.508: 80 03 C3 
1764233997.508: 80 03 2F 
1764233997.508: 80 02 BB 
1764233997.508: 80 03 05 
1764233997.508: 80 03 A6 
1764233997.508: 80 03 B8 
1764233997.508: 80 03 0A 
1764233997.508: 80 02 66 
1764233997.508: 80 02 83 
1764233997.508: 80 03 17 
1764233997.508: 80 03 43 
1764233997.508: 80 02 BF 
1764233997.508: 80 02 3B 
1764233997.508: 80 02 68 
1764233997.508: 80 03 05 
1764233997.508: 80 03 2D 
1764233997.588: 80 02 8F 
1764233997.588: 80 01 DE 
1764233997.588: 80 01 E6 
1764233997.588: 80 02 7F 
1764233997.588: 80 02 C5 
1764233997.588: 80 02 4F 
1764233997.588: 80 01 BC 
1764233997.588: 80 01 D8 
1764233997.588: 80 02 86 
1764233997.588: 80 02 E1 
1764233997.588: 80 02 6A 
1764233997.588: 80 01 BB 
1764233997.588: 80 01 B7 
1764233997.588: 80 02 65 
1764233997.588: 80 02 ED 
1764233997.588: 80 02 BA 
1764233997.588: 80 02 40 
1764233997.588: 80 02 54 
1764233997.588: 80 03 02 
1764233997.588: 80 03 7D 
1764233997.588: 80 03 2C 
1764233997.588: 80 02 7F 
1764233997.588: 80 02 5A 
1764233997.588: 80 02 E7 
1764233997.588: 80 03 68 
1764233997.588: 80 03 3A 
1764233997.588: 80 02 B7 
1764233997.588: 80 02 B4 
1764233997.588: 80 03 5D 
1764233997.588: 80 03 F3 
1764233997.588: 80 03 C8 
1764233997.666: 80 03 29 
1764233997.666: 80 02 FC 
1764233997.666: 80 03 88 
1764233997.666: 80 04 20 
1764233997.666: 80 04 0A 
1764233997.666: 80 03 7C 
1764233997.666: 80 03 51 
1764233997.666: 80 03 D8 
1764233997.666: 80 04 66 
1764233997.666: 80 04 37 
1764233997.666: 80 03 78 
1764233997.666: 80 03 13 
1764233997.666: 80 03 7A 
1764233997.666: 80 04 17 
1764233997.666: 80 04 19 
1764233997.666: 80 03 89 
1764233997.666: 80 03 3D 
1764233997.666: 80 03 AD 
1764233997.666: 80 04 4A 
1764233997.666: 80 04 3D 
1764233997.666: 80 03 85 
1764233997.666: 80 03 04 
1764233997.666: 80 03 50 
1764233997.666: 80 03 F3 
1764233997.666: 80 04 10 
1764233997.666: 80 03 86 
1764233997.666: 80 03 1F 
1764233997.666: 80 03 75 
1764233997.666: 80 04 1C 
1764233997.666: 80 04 33 
1764233997.666: 80 03 8F 
1764233997.666: 80 02 FB 
1764233997.666: 80 03 2A 
1764233997.666: 80 03 CF 
1764233997.666: 80 04 05 
1764233997.666: 80 03 88 
1764233997.666: 80 03 0A 
1764233997.666: 80 03 3A 
1764233997.666: 80 03 D7 
1764233997.666: 80 03 FF 
1764233997.666: 80 03 63 
1764233997.666: 80 02 B3 
1764233997.666: 80 02 B6 
1764233997.666: 80 03 47 
1764233997.666: 80 03 8C 
1764233997.666: 80 03 1E 
1764233997.666: 80 02 95 
1764233997.760: 80 02 B0 
1764233997.760: 80 03 4A 
1764233997.760: 80 03 8B 
1764233997.760: 80 03 02 
1764233997.760: 80 02 44 
1764233997.760: 80 02 29 
1764233997.760: 80 02 AD 
1764233997.760: 80 02 FF 
1764233997.760: 80 02 9C 
1764233997.760: 80 01 FD 
1764233997.760: 80 01 EF 
1764233997.760: 80 02 78 
1764233997.760: 80 02 D0 
1764233997.760: 80 02 6B 
1764233997.760: 80 01 BB 
1764233997.760: 80 01 99 
1764233997.760: 80 02 22 
1764233997.760: 80 02 96 
1764233997.760: 80 02 59 
1764233997.760: 80 01 C6 
1764233997.760: 80 01 AC 
1764233997.760: 80 02 2E 
1764233997.760: 80 02 8E 
1764233997.760: 80 02 25 
1764233997.760: 80 01 48 
1764233997.760: 80 00 DD 
1764233997.760: 80 01 32 
1764233997.760: 80 01 A0 
1764233997.760: 80 01 70 
1764233997.760: 80 00 CE 
1764233997.760: 80 00 8C 
1764233997.760: 80 00 FB 
1764233997.760: 80 01 7E 
1764233997.760: 80 01 53 
1764233997.760: 80 00 9D 
1764233997.760: 80 00 30 
1764233997.760: 80 00 79 
1764233997.760: 80 00 F3 
1764233997.760: 80 00 DC 
1764233997.760: 80 00 3E 
1764233997.760: 80 FF E0 
1764233997.760: 80 00 30 
1764233997.760: 80 00 AD 
1764233997.760: 80 00 8F 
1764233997.760: 80 FF D5 
1764233997.760: 80 FF 51 
1764233997.760: 80 FF 8A 
1764233997.760: 80 00 13 
1764233997.760: 80 00 1A 
1764233997.760: 80 FF 87 
1764233997.820: 80 FF 1A 
1764233997.856: 80 FF 61 
1764233997.856: 80 FF F0 
1764233997.856: 80 FF F0 
1764233997.856: 80 FF 3A 
1764233997.856: 80 FE 97 
1764233997.856: 80 FE B3 
1764233997.856: 80 FF 41 
1764233997.856: 80 FF 68 
1764233997.856: 80 FE E5 
1764233997.856: 80 FE 64 
1764233997.856: 80 FE 91 
1764233997.856: 80 FF 2A 
1764233997.856: 80 FF 53 
1764233997.856: 80 FE BE 
1764233997.856: 80 FE 16 
1764233997.856: 80 FE 1B 
1764233997.856: 80 FE AA 
1764233997.856: 80 FE EC 
1764233997.856: 80 FE 7D 
1764233997.856: 80 FD EE 
1764233997.856: 80 FD FC 
1764233997.856: 80 FE 8C 
1764233997.856: 80 FE CD 
1764233997.856: 80 FE 4E 
1764233997.856: 80 FD 9E 
1764233997.856: 80 FD 8E 
1764233997.856: 80 FE 1F 
1764233997.856: 80 FE 89 
1764233997.856: 80 FE 45 
1764233997.856: 80 FD C7 
1764233997.856: 80 FD D8 
1764233997.856: 80 FE 80 
1764233997.856: 80 FE F5 
1764233997.856: 80 FE A4 
1764233997.856: 80 FE 00 
1764233997.856: 80 FD E8 
1764233997.856: 80 FE 86 
1764233997.856: 80 FF 18 
1764233997.856: 80 FE F5 
1764233997.856: 80 FE 73 
1764233997.856: 80 FE 69 
1764233997.856: 80 FF 0D 
1764233997.856: 80 FF A2 
1764233997.856: 80 FF 74 
1764233997.856: 80 FE CA 
1764233997.856: 80 FE 87 
1764233997.856: 80 FE FD 
1764233997.952: 80 FF 81 
1764233997.952: 80 FF 5B 
1764233997.952: 80 FE B9 
1764233997.952: 80 FE 73 
1764233997.952: 80 FE DA 
1764233997.952: 80 FF 4B 
1764233997.952: 80 FF 03 
1764233997.952: 80 FE 2F 
1764233997.952: 80 FD B3 
1764233997.952: 80 FD FD 
1764233997.952: 80 FE 7A 
1764233997.952: 80 FE 61 
1764233997.952: 80 FD BF 
1764233997.952: 80 FD 67 
1764233997.952: 80 FD C7 
1764233997.952: 80 FE 50 
1764233997.952: 80 FE 2E 
1764233997.952: 80 FD 64 
1764233997.952: 80 FC D0 
1764233997.952: 80 FD 02 
1764233997.952: 80 FD 86 
1764233997.952: 80 FD 84 
1764233997.952: 80 FC E2 
1764233997.952: 80 FC 6A 
1764233997.952: 80 FC B0 
1764233997.952: 80 FD 4A 
1764233997.952: 80 FD 57 
1764233997.952: 80 FC AF 
1764233997.952: 80 FC 17 
1764233997.952: 80 FC 3E 
1764233997.952: 80 FC D8 
1764233997.952: 80 FD 0C 
1764233997.952: 80 FC 98 
1764233997.952: 80 FC 2C 
1764233997.952: 80 FC 6D 
1764233997.952: 80 FD 16 
1764233997.952: 80 FD 4C 
1764233997.952: 80 FC C5 
1764233997.952: 80 FC 2A 
1764233998.032: 80 FC 32 
1764233998.032: 80 FC B2 
1764233998.032: 80 FC E2 
1764233998.032: 80 FC 6D 
1764233998.032: 80 FB EA 
1764233998.032: 80 FC 0C 
1764233998.032: 80 FC B6 
1764233998.032: 80 FD 26 
1764233998.032: 80 FD 00 
1764233998.032: 80 FC DF 
1764233998.032: 80 FD 94 
1764233998.032: 80 FF 27 
1764233998.032: 80 00 CD 
1764233998.032: 80 01 ED 
1764233998.032: 80 02 D5 
1764233998.032: 80 04 3E 
1764233998.032: 80 06 4F 
1764233998.032: 80 08 65 
1764233998.032: 80 09 D3 
1764233998.032: 80 0A A7 
1764233998.032: 86 03 02 
1764233998.032: 03 4E 
1764233998.032: 80 0B 57 
1764233998.032: 80 0B FC 
1764233998.032: 80 0C 12 
1764233998.032: 80 0B 2C 
1764233998.032: 80 09 89 
1764233998.032: 80 07 C8 
1764233998.032: 80 06 11 
1764233998.032: 80 03 F5 
1764233998.032: 80 01 38 
1764233998.032: 80 FE 71 
1764233998.032: 80 FC 95 
1764233998.032: 80 FB E8 
1764233998.032: 80 FB B5 
1764233998.032: 80 FB 44 
1764233998.032: 80 FA BB 
1764233998.032: 80 FA D2 
1764233998.032: 80 FB AE 
1764233998.032: 80 FC 82 
1764233998.032: 80 FC 79 
1764233998.176: 80 FB B7 
1764233998.176: 80 FB 20 
1764233998.176: 80 FB 29 
1764233998.176: 80 FB 4B 
1764233998.176: 80 FA CE 
1764233998.176: 80 F9 DA 
1764233998.176: 80 F9 54 
1764233998.176: 80 F9 AB 
1764233998.176: 80 FA 46 
1764233998.176: 80 FA 44 
1764233998.176: 80 F9 A2 
1764233998.176: 80 F9 32 
1764233998.176: 80 F9 7C 
1764233998.176: 80 FA 0A 
1764233998.176: 80 FA 0E 
1764233998.176: 80 F9 79 
1764233998.176: 80 F9 17 
1764233998.176: 80 F9 74 
1764233998.176: 80 FA 20 
1764233998.176: 80 FA 3B 
1764233998.176: 80 F9 A1 
1764233998.176: 80 F9 19 
1764233998.176: 80 F9 4E 
1764233998.176: 80 F9 ED 
1764233998.176: 80 FA 1B 
1764233998.176: 80 F9 9D 
1764233998.176: 80 F9 29 
1764233998.176: 80 F9 6D 
1764233998.176: 80 FA 22 
1764233998.176: 80 FA 67 
1764233998.176: 80 F9 EA 
1764233998.176: 80 F9 58 
1764233998.176: 80 F9 72 
1764233998.176: 80 FA 11 
1764233998.176: 80 FA 63 
1764233998.176: 80 FA 0A 
1764233998.176: 80 F9 9E 
1764233998.176: 80 F9 D7 
1764233998.176: 80 FA 8F 
1764233998.176: 80 FA ED 
1764233998.176: 80 FA 86 
1764233998.176: 80 F9 F2 
1764233998.176: 80 FA 01 
1764233998.176: 80 FA AC 
1764233998.176: 80 FB 21 
1764233998.176: 80 FA E5 
1764233998.176: 80 FA 78 
1764233998.176: 80 FA A1 
1764233998.176: 80 FB 59 
1764233998.176: 80 FB D0 
1764233998.176: 80 FB 7D 
1764233998.176: 80 FA DF 
1764233998.176: 80 FA D5 
1764233998.176: 80 FB 79 
1764233998.176: 80 FC 02 
1764233998.176: 80 FB D2 
1764233998.176: 80 FB 4C 
1764233998.176: 80 FB 47 
1764233998.176: 80 FB E8 
1764233998.176: 80 FC 6C 
1764233998.176: 80 FC 29 
1764233998.176: 80 FB 78 
1764233998.176: 80 FB 3F 
1764233998.176: 80 FB C6 
1764233998.208: 80 FC 5E 
1764233998.208: 80 FC 4E 
1764233998.208: 80 FB CD 
1764233998.208: 80 FB B1 
1764233998.208: 80 FC 47 
1764233998.208: 80 FC E7 
1764233998.240: 80 FC D2 
1764233998.240: 80 FC 31 
1764233998.240: 80 FB E7 
1764233998.240: 80 FC 5E 
1764233998.240: 80 FD 09 
1764233998.240: 80 FD 21 
1764233998.240: 80 FC B8 
1764233998.240: 80 FC 9E 
1764233998.240: 80 FD 3A 
1764233998.240: 80 FD FA 
1764233998.240: 80 FE 0E 
1764233998.240: 80 FD 83 
1764233998.240: 80 FD 38 
1764233998.240: 80 FD B6 
1764233998.240: 80 FE 7B 
1764233998.240: 80 FE AB 
1764233998.240: 80 FE 38 
1764233998.240: 80 FD F7 
1764233998.240: 80 FE 79 
1764233998.240: 80 FF 44 
1764233998.240: 80 FF 74 
1764233998.240: 80 FE EE 
1764233998.240: 80 FE 8A 
1764233998.240: 80 FE F2 
1764233998.240: 80 FF C3 
1764233998.240: 80 00 13 
1764233998.240: 80 FF B0 
1764233998.240: 80 FF 61 
1764233998.240: 80 FF D2 
1764233998.240: 80 00 A3 
1764233998.240: 80 00 E5 
1764233998.240: 80 00 56 
