timestamp: CODE VALUEBYTE(S)
1758536288.724: 80 FF 87 
1758536288.724: 80 FF 71 
1758536288.724: 80 FF 16 
1758536288.724: 80 FE A4 
1758536288.724: 80 FE 5E 
1758536288.724: 80 FE 66 
1758536288.724: 80 FE A3 
1758536288.724: 80 FE EB 
1758536288.724: 80 FF 28 
1758536288.724: 80 FF 60 
1758536288.724: 80 FF 88 
1758536288.724: 80 FF 7F 
1758536288.724: 80 FF 31 
1758536288.724: 80 FE BE 
1758536288.724: 80 FE 6A 
1758536288.724: 80 FE 60 
1758536288.724: 80 FE 92 
1758536288.724: 80 FE D8 
1758536288.764: 80 FF 1A 
1758536288.786: 80 FF 5D 
1758536288.786: 80 FF 98 
1758536288.786: 80 FF A7 
1758536288.786: 80 FF 6D 
1758536288.786: 80 FE FF 
1758536288.786: 80 FE A2 
1758536288.786: 80 FE 89 
1758536288.786: 80 FE B4 
1758536288.786: 80 FE F9 
1758536288.786: 80 FF 3C 
1758536288.786: 80 FF 7A 
1758536288.786: 80 FF B1 
1758536288.786: 80 FF C4 
1758536288.786: 80 FF 92 
1758536288.786: 80 FF 27 
1758536288.786: 80 FE BB 
1758536288.786: 80 FE 89 
1758536288.786: 80 FE 9A 
1758536288.786: 80 FE CE 
1758536288.786: 80 FF 05 
1758536288.786: 80 FF 39 
1758536288.786: 80 FF 6E 
1758536288.786: 80 FF 8B 
1758536288.786: 80 FF 6D 
1758536288.786: 80 FF 13 
1758536288.786: 80 FE B1 
1758536288.786: 80 FE 84 
1758536288.786: 80 FE 9E 
1758536288.786: 80 FE DC 
1758536288.786: 80 FF 1B 
1758536288.786: 80 FF 59 
1758536288.786: 80 FF A1 
1758536288.786: 80 FF E2 
1758536288.786: 80 FF EC 
1758536288.786: 80 FF A8 
1758536288.786: 80 FF 3B 
1758536288.786: 80 FE EB 
1758536288.786: 80 FE E1 
1758536288.786: 80 FF 0A 
1758536288.879: 80 FF 3E 
1758536288.879: 80 FF 72 
1758536288.879: 80 FF AC 
1758536288.879: 80 FF E1 
1758536288.879: 80 FF EB 
1758536288.879: 80 FF B1 
1758536288.879: 80 FF 57 
1758536288.879: 80 FF 1C 
1758536288.879: 80 FF 23 
1758536288.879: 80 FF 53 
1758536288.879: 80 FF 84 
1758536288.879: 80 FF AA 
1758536288.879: 80 FF DA 
1758536288.879: 80 00 0F 
1758536288.879: 80 00 21 
1758536288.879: 80 FF EA 
1758536288.879: 80 FF 81 
1758536288.879: 80 FF 2B 
1758536288.879: 80 FF 24 
1758536288.879: 80 FF 6B 
1758536288.879: 80 FF D4 
1758536288.879: 80 00 3E 
1758536288.879: 80 00 A2 
1758536288.879: 80 00 FB 
1758536288.879: 80 01 32 
1758536288.879: 80 01 27 
1758536288.879: 80 00 DF 
1758536288.879: 80 00 8E 
1758536288.879: 80 00 6E 
1758536288.879: 80 00 94 
1758536288.879: 80 00 F0 
1758536288.879: 80 01 63 
1758536288.879: 80 01 DC 
1758536288.879: 80 02 4D 
1758536288.879: 80 02 9A 
1758536288.879: 80 02 AA 
1758536288.879: 80 02 7F 
1758536288.879: 80 02 45 
1758536288.879: 80 02 2E 
1758536289.020: 80 02 4B 
1758536289.020: 80 02 85 
1758536289.020: 80 02 C0 
1758536289.020: 80 02 F4 
1758536289.020: 80 03 20 
1758536289.020: 80 03 2E 
1758536289.020: 80 02 FC 
1758536289.020: 80 02 86 
1758536289.020: 80 01 F8 
1758536289.020: 80 01 95 
1758536289.020: 80 01 77 
1758536289.020: 80 01 8A 
1758536289.020: 80 01 A4 
1758536289.020: 80 01 B4 
1758536289.020: 80 01 B4 
1758536289.020: 80 01 93 
1758536289.020: 80 01 30 
1758536289.020: 80 00 84 
1758536289.020: 80 FF BD 
1758536289.020: 80 FF 22 
1758536289.020: 80 FE D9 
1758536289.020: 80 FE D3 
1758536289.020: 80 FE E8 
1758536289.020: 80 FF 04 
1758536289.020: 80 FF 21 
1758536289.020: 80 FF 2A 
1758536289.020: 80 FE FC 
1758536289.020: 80 FE 8B 
1758536289.020: 80 FD FD 
1758536289.020: 80 FD 94 
1758536289.020: 80 FD 76 
1758536289.020: 80 FD 95 
1758536289.020: 80 FD CE 
1758536289.020: 80 FE 0D 
1758536289.020: 80 FE 4F 
1758536289.020: 80 FE 80 
1758536289.020: 80 FE 77 
1758536289.020: 80 FE 1F 
1758536289.020: 80 FD 9E 
1758536289.020: 80 FD 3B 
1758536289.020: 80 FD 28 
1758536289.020: 80 FD 59 
1758536289.020: 80 FD A6 
1758536289.020: 80 FD F8 
1758536289.020: 80 FE 51 
1758536289.020: 80 FE A6 
1758536289.020: 80 FE CF 
1758536289.020: 80 FE A7 
1758536289.020: 80 FE 43 
1758536289.020: 80 FD EC 
1758536289.020: 80 FD E3 
1758536289.020: 80 FE 2B 
1758536289.020: 80 FE 92 
1758536289.020: 80 FE EB 
1758536289.020: 80 FF 34 
1758536289.020: 80 FF 71 
1758536289.020: 80 FF 88 
1758536289.020: 80 FF 57 
1758536289.020: 80 FE EB 
1758536289.020: 80 FE 98 
1758536289.020: 80 FE BC 
1758536289.020: 80 FF 73 
1758536289.020: 80 00 9D 
1758536289.020: 80 02 14 
1758536289.051: 80 03 DF 
1758536289.051: 80 06 08 
1758536289.051: 80 08 68 
1758536289.051: 80 0A AC 
1758536289.051: 80 0C AE 
1758536289.051: 80 0E 98 
1758536289.083: 80 10 B0 
1758536289.083: 80 12 ED 
1758536289.083: 86 03 50 
1758536289.083: 03 47 
1758536289.083: 80 14 DA 
1758536289.083: 80 15 EC 
1758536289.083: 80 15 D8 
1758536289.083: 80 14 A9 
1758536289.083: 80 12 8D 
1758536289.083: 80 0F B1 
1758536289.083: 80 0C 4B 
1758536289.083: 80 08 AC 
1758536289.083: 80 05 2A 
1758536289.083: 80 02 05 
1758536289.083: 80 FF 5C 
1758536289.083: 80 FD 47 
1758536289.083: 80 FB D8 
1758536289.083: 80 FA FC 
1758536289.083: 80 FA 62 
1758536289.083: 80 F9 AA 
1758536289.083: 80 F8 AB 
1758536289.083: 80 F7 A0 
1758536289.083: 80 F6 EA 
1758536289.083: 80 F6 BF 
1758536289.083: 80 F7 05 
1758536289.083: 80 F7 7E 
1758536289.083: 80 F8 04 
1758536289.083: 80 F8 94 
1758536289.083: 80 F9 26 
1758536289.083: 80 F9 98 
1758536289.083: 80 F9 D5 
1758536289.083: 80 F9 F2 
1758536289.083: 80 FA 24 
1758536289.083: 80 FA 8D 
1758536289.083: 80 FB 18 
1758536289.083: 80 FB 98 
1758536289.083: 80 FB FB 
1758536289.083: 80 FC 51 
1758536289.083: 80 FC A1 
1758536289.083: 80 FC D6 
1758536289.083: 80 FC D5 
1758536289.176: 80 FC AE 
1758536289.176: 80 FC 93 
1758536289.176: 80 FC B1 
1758536289.176: 80 FD 05 
1758536289.176: 80 FD 6B 
1758536289.176: 80 FD CD 
1758536289.176: 80 FE 2A 
1758536289.176: 80 FE 7B 
1758536289.176: 80 FE A2 
1758536289.176: 80 FE 81 
1758536289.176: 80 FE 29 
1758536289.176: 80 FD DB 
1758536289.176: 80 FD D4 
1758536289.176: 80 FE 18 
1758536289.176: 80 FE 7F 
1758536289.176: 80 FE E7 
1758536289.176: 80 FF 46 
1758536289.176: 80 FF 98 
1758536289.176: 80 FF C2 
1758536289.176: 80 FF A3 
1758536289.176: 80 FF 45 
1758536289.176: 80 FE E2 
1758536289.176: 80 FE BD 
1758536289.176: 80 FE E7 
1758536289.176: 80 FF 40 
1758536289.176: 80 FF A3 
1758536289.176: 80 FF FD 
1758536289.176: 80 00 48 
1758536289.176: 80 00 6C 
1758536289.176: 80 00 4B 
1758536289.176: 80 FF EB 
1758536289.176: 80 FF 85 
1758536289.176: 80 FF 5B 
1758536289.176: 80 FF 82 
1758536289.176: 80 FF DB 
1758536289.176: 80 00 3D 
1758536289.176: 80 00 97 
1758536289.176: 80 00 E8 
1758536289.176: 80 01 1D 
1758536289.461: 80 01 0E 
1758536289.490: 80 00 B3 
1758536289.490: 80 00 3E 
1758536289.490: 80 FF FC 
1758536289.490: 80 00 13 
1758536289.490: 80 00 69 
1758536289.490: 80 00 CE 
1758536289.490: 80 01 2B 
1758536289.490: 80 01 7E 
1758536289.490: 80 01 B6 
1758536289.490: 80 01 B0 
1758536289.490: 80 01 5F 
1758536289.490: 80 00 EF 
1758536289.490: 80 00 AC 
1758536289.490: 80 00 BF 
1758536289.490: 80 01 12 
1758536289.490: 80 01 76 
1758536289.490: 80 01 D1 
1758536289.490: 80 02 26 
1758536289.490: 80 02 68 
1758536289.490: 80 02 74 
1758536289.490: 80 02 31 
1758536289.490: 80 01 C1 
1758536289.490: 80 01 6E 
1758536289.490: 80 01 6D 
1758536289.490: 80 01 B5 
1758536289.490: 80 02 19 
1758536289.490: 80 02 79 
1758536289.490: 80 02 CF 
1758536289.490: 80 03 11 
1758536289.490: 80 03 1D 
1758536289.490: 80 02 DA 
1758536289.490: 80 02 64 
1758536289.490: 80 02 01 
1758536289.490: 80 01 EE 
1758536289.490: 80 02 29 
1758536289.490: 80 02 85 
1758536289.490: 80 02 DF 
1758536289.490: 80 03 31 
1758536289.490: 80 03 78 
1758536289.490: 80 03 95 
1758536289.490: 80 03 68 
1758536289.490: 80 02 FE 
1758536289.490: 80 02 97 
1758536289.490: 80 02 76 
1758536289.490: 80 02 A9 
1758536289.490: 80 03 0B 
1758536289.490: 80 03 73 
1758536289.490: 80 03 D1 
1758536289.490: 80 04 20 
1758536289.490: 80 04 47 
1758536289.490: 80 04 26 
1758536289.490: 80 03 C3 
1758536289.490: 80 03 5A 
1758536289.490: 80 03 2D 
1758536289.490: 80 03 4F 
1758536289.490: 80 03 A0 
1758536289.490: 80 03 F6 
1758536289.490: 80 04 42 
1758536289.490: 80 04 83 
1758536289.490: 80 04 A6 
1758536289.490: 80 04 8A 
1758536289.490: 80 04 28 
1758536289.490: 80 03 B2 
1758536289.490: 80 03 6C 
1758536289.521: 80 03 77 
1758536289.521: 80 03 BA 
1758536289.521: 80 04 0B 
1758536289.521: 80 04 54 
1758536289.521: 80 04 8E 
1758536289.521: 80 04 A8 
1758536289.521: 80 04 80 
1758536289.521: 80 04 0E 
1758536289.521: 80 03 83 
1758536289.521: 80 03 26 
1758536289.521: 80 03 1D 
1758536289.521: 80 03 53 
1758536289.521: 80 03 9B 
1758536289.521: 80 03 DA 
1758536289.521: 80 04 0E 
1758536289.521: 80 04 26 
1758536289.521: 80 03 FF 
1758536289.521: 80 03 87 
1758536289.521: 80 02 E3 
1758536289.521: 80 02 5B 
1758536289.521: 80 02 20 
1758536289.521: 80 02 25 
1758536289.521: 80 02 40 
1758536289.521: 80 02 52 
1758536289.521: 80 02 58 
1758536289.521: 80 02 47 
1758536289.521: 80 01 FD 
1758536289.521: 80 01 64 
1758536289.521: 80 00 98 
1758536289.521: 80 FF E0 
1758536289.521: 80 FF 77 
1758536289.521: 80 FF 59 
1758536289.521: 80 FF 5B 
1758536289.521: 80 FF 58 
1758536289.521: 80 FF 4C 
1758536289.521: 80 FF 32 
1758536289.521: 80 FE F0 
1758536289.521: 80 FE 69 
1758536289.521: 80 FD AD 
1758536289.521: 80 FC FB 
1758536289.521: 80 FC 94 
1758536289.521: 80 FC 82 
1758536289.521: 80 FC A1 
1758536289.521: 80 FC C9 
1758536289.521: 80 FC EA 
1758536289.521: 80 FC FC 
1758536289.521: 80 FC E7 
1758536289.521: 80 FC 90 
1758536289.521: 80 FC 02 
1758536289.521: 80 FB 77 
1758536289.521: 80 FB 2F 
1758536289.521: 80 FB 3B 
1758536289.521: 80 FB 7B 
1758536289.521: 80 FB C8 
1758536289.521: 80 FC 13 
1758536289.521: 80 FC 55 
1758536289.521: 80 FC 75 
1758536289.521: 80 FC 4F 
1758536289.521: 80 FB E4 
1758536289.521: 80 FB 72 
1758536289.521: 80 FB 3D 
1758536289.521: 80 FB 62 
1758536289.521: 80 FB C0 
1758536289.521: 80 FC 28 
1758536289.552: 80 FC 87 
1758536289.552: 80 FC DE 
1758536289.552: 80 FD 19 
1758536289.552: 80 FD 13 
1758536289.552: 80 FC C1 
1758536289.552: 80 FC 52 
1758536289.552: 80 FC 11 
1758536289.552: 80 FC 29 
1758536289.552: 80 FC 83 
1758536289.552: 80 FC EE 
1758536289.552: 80 FD 4C 
1758536289.552: 80 FD 9D 
1758536289.552: 80 FD D7 
1758536289.552: 80 FD DD 
1758536289.552: 80 FD 9A 
1758536289.552: 80 FD 30 
1758536289.552: 80 FC E3 
1758536289.552: 80 FC E7 
1758536289.552: 80 FD 33 
1758536289.552: 80 FD 9D 
1758536289.552: 80 FE 00 
1758536289.552: 80 FE 52 
1758536289.552: 80 FE 8A 
1758536289.552: 80 FE 8F 
1758536289.552: 80 FE 4C 
1758536289.552: 80 FD DB 
1758536289.552: 80 FD 7D 
1758536289.552: 80 FD 6A 
1758536289.552: 80 FD A7 
1758536289.552: 80 FE 07 
1758536289.552: 80 FE 65 
1758536289.552: 80 FE B5 
1758536289.552: 80 FE F0 
1758536289.552: 80 FE FF 
1758536289.552: 80 FE C7 
1758536289.552: 80 FE 59 
1758536289.552: 80 FD F1 
1758536289.552: 80 FD D0 
1758536289.552: 80 FD FF 
1758536289.552: 80 FE 5B 
1758536289.552: 80 FE B8 
1758536289.552: 80 FF 07 
1758536289.552: 80 FF 45 
1758536289.552: 80 FF 5D 
1758536289.552: 80 FF 30 
1758536289.552: 80 FE C3 
1758536289.552: 80 FE 4E 
1758536289.552: 80 FE 16 
1758536289.552: 80 FE 32 
1758536289.552: 80 FE 81 
1758536289.552: 80 FE D6 
1758536289.552: 80 FF 1D 
1758536289.552: 80 FF 56 
1758536289.552: 80 FF 6E 
1758536289.552: 80 FF 47 
1758536289.552: 80 FE DE 
1758536289.552: 80 FE 68 
1758536289.552: 80 FE 29 
1758536289.552: 80 FE 3D 
1758536289.552: 80 FE 87 
1758536289.552: 80 FE DB 
1758536289.552: 80 FF 23 
1758536289.583: 80 FF 5F 
1758536289.583: 80 FF 7D 
1758536289.583: 80 FF 5B 
1758536289.583: 80 FE F3 
1758536289.583: 80 FE 77 
1758536289.583: 80 FE 30 
1758536289.583: 80 FE 41 
1758536289.583: 80 FE 8F 
1758536289.583: 80 FE EA 
1758536289.583: 80 FF 37 
1758536289.583: 80 FF 79 
1758536289.583: 80 FF A1 
1758536289.583: 80 FF 8E 
1758536289.583: 80 FF 2D 
1758536289.583: 80 FE A7 
1758536289.583: 80 FE 46 
1758536289.583: 80 FE 3D 
1758536289.583: 80 FE 7E 
1758536289.583: 80 FE DA 
1758536289.583: 80 FF 30 
1758536289.583: 80 FF 7A 
1758536289.583: 80 FF AD 
1758536289.583: 80 FF AA 
1758536289.583: 80 FF 5B 
1758536289.583: 80 FE DE 
1758536289.583: 80 FE 79 
1758536289.583: 80 FE 65 
1758536289.614: 80 FE 9D 
1758536289.614: 80 FE F5 
1758536289.614: 80 FF 49 
1758536289.614: 80 FF 93 
1758536289.614: 80 FF CC 
1758536289.614: 80 FF D8 
1758536289.614: 80 FF 9C 
1758536289.614: 80 FF 27 
1758536289.614: 80 FE BB 
1758536289.614: 80 FE 95 
1758536289.614: 80 FE C2 
1758536289.672: 80 FF 1A 
1758536289.692: 80 FF 75 
1758536289.692: 80 FF C3 
1758536289.692: 80 FF FC 
1758536289.692: 80 00 09 
1758536289.692: 80 FF D1 
1758536289.692: 80 FF 62 
1758536289.692: 80 FE F6 
1758536289.692: 80 FE CB 
1758536289.692: 80 FE EB 
1758536289.692: 80 FF 36 
1758536289.692: 80 FF 86 
1758536289.692: 80 FF CE 
1758536289.692: 80 00 0B 
1758536289.692: 02 C8 
1758536289.692: 80 00 22 
1758536289.692: 80 FF F5 
1758536289.692: 80 FF 87 
1758536289.692: 80 FF 10 
1758536289.692: 80 FE D6 
1758536289.692: 80 FE F2 
1758536289.692: 80 FF 46 
1758536289.692: 80 FF A7 
1758536289.692: 80 FF FB 
1758536289.692: 80 00 3C 
1758536289.692: 80 00 56 
1758536289.692: 80 00 2B 
1758536289.692: 80 FF BA 
1758536289.692: 80 FF 37 
1758536289.692: 80 FE E7 
1758536289.692: 80 FE EE 
1758536289.692: 80 FF 32 
1758536289.692: 80 FF 88 
1758536289.692: 80 FF D5 
1758536289.692: 80 00 18 
1758536289.692: 80 00 40 
1758536289.692: 80 00 2F 
1758536289.692: 80 FF D7 
1758536289.692: 80 FF 5E 
1758536289.692: 80 FF 09 
1758536289.692: 80 FF 04 
1758536289.692: 80 FF 44 
1758536289.692: 80 FF 9E 
1758536289.692: 80 FF F2 
1758536289.692: 80 00 39 
1758536289.724: 80 00 63 
1758536289.724: 80 00 53 
1758536289.724: 80 FF F8 
1758536289.724: 80 FF 75 
1758536289.724: 80 FF 11 
1758536289.724: 80 FE FF 
1758536289.724: 80 FF 38 
1758536289.724: 80 FF 94 
1758536289.724: 80 FF F1 
1758536289.724: 80 00 4B 
1758536289.724: 80 00 9A 
1758536289.724: 80 00 BE 
1758536289.724: 80 00 99 
1758536289.724: 80 00 3C 
1758536289.724: 80 FF EA 
1758536289.724: 80 FF E1 
1758536289.881: 80 00 24 
1758536289.881: 80 00 8B 
1758536289.881: 80 00 ED 
1758536289.881: 80 01 47 
1758536289.881: 80 01 99 
1758536289.881: 80 01 CC 
1758536289.881: 80 01 BE 
1758536289.881: 80 01 7A 
1758536289.881: 80 01 3E 
1758536289.881: 80 01 4E 
1758536289.881: 80 01 B3 
1758536289.881: 80 02 3B 
1758536289.881: 80 02 B4 
1758536289.881: 80 03 11 
1758536289.881: 80 03 53 
1758536289.881: 80 03 69 
1758536289.881: 80 03 2D 
1758536289.881: 80 02 A3 
1758536289.881: 80 02 09 
1758536289.881: 80 01 AE 
1758536289.881: 80 01 B2 
1758536289.881: 80 01 F0 
1758536289.881: 80 02 35 
1758536289.881: 80 02 65 
1758536289.881: 80 02 7C 
1758536289.881: 80 02 69 
1758536289.881: 80 02 0D 
1758536289.881: 80 01 65 
1758536289.881: 80 00 A3 
1758536289.881: 80 00 0D 
1758536289.881: 80 FF C7 
1758536289.881: 80 FF BB 
1758536289.881: 80 FF C2 
1758536289.881: 80 FF C8 
1758536289.881: 80 FF CC 
1758536289.881: 80 FF BB 
1758536289.881: 80 FF 70 
1758536289.881: 80 FE DF 
1758536289.881: 80 FE 37 
1758536289.881: 80 FD BF 
1758536289.881: 80 FD A1 
1758536289.881: 80 FD C9 
1758536289.881: 80 FE 0A 
1758536289.881: 80 FE 4A 
1758536289.881: 80 FE 85 
1758536289.881: 80 FE A8 
1758536289.881: 80 FE 90 
1758536289.881: 80 FE 2C 
1758536289.881: 80 FD A5 
1758536289.881: 80 FD 47 
1758536289.881: 80 FD 40 
1758536289.881: 80 FD 80 
1758536289.881: 80 FD D8 
1758536289.881: 80 FE 27 
1758536289.881: 80 FE 6E 
1758536289.881: 80 FE A4 
1758536289.881: 80 FE A9 
1758536289.881: 80 FE 64 
1758536289.881: 80 FD F1 
1758536289.881: 80 FD 99 
1758536289.881: 80 FD 96 
1758536289.881: 80 FD E4 
1758536289.881: 80 FE 54 
1758536289.881: 80 FE C2 
1758536289.913: 80 FF 29 
1758536289.913: 80 FF 7D 
1758536289.913: 80 FF 9B 
1758536289.913: 80 FF 63 
1758536289.913: 80 FE EC 
1758536289.913: 80 FE 80 
1758536289.913: 80 FE 5F 
1758536289.913: 80 FE 90 
1758536289.913: 80 FE F1 
1758536289.913: 80 FF 72 
1758536289.913: 80 00 23 
1758536289.913: 80 01 0A 
1758536289.913: 80 02 0E 
1758536289.913: 80 03 18 
1758536289.913: 80 04 45 
1758536289.913: 80 05 DD 
1758536289.913: 80 08 0E 
1758536289.913: 80 0A B7 
1758536289.913: 80 0D 8A 
1758536289.913: 80 10 4A 
1758536289.913: 80 12 DF 
1758536289.913: 86 03 6F 
1758536289.913: 03 44 
1758536290.038: 80 15 1A 
1758536290.071: 80 16 8C 
1758536290.071: 80 16 B7 
1758536290.071: 80 15 75 
1758536290.071: 80 13 24 
1758536290.071: 80 10 63 
1758536290.071: 80 0D 9E 
1758536290.071: 80 0A E3 
1758536290.071: 80 08 11 
1758536290.071: 80 05 22 
1758536290.071: 80 02 45 
1758536290.071: 80 FF AF 
1758536290.071: 80 FD 78 
1758536290.071: 80 FB A1 
1758536290.071: 80 FA 31 
1758536290.071: 80 F9 30 
1758536290.071: 80 F8 99 
1758536290.071: 80 F8 4E 
1758536290.071: 80 F8 30 
1758536290.071: 80 F8 31 
1758536290.071: 80 F8 52 
1758536290.071: 80 F8 7D 
1758536290.071: 80 F8 8C 
1758536290.071: 80 F8 6A 
1758536290.071: 80 F8 3C 
1758536290.071: 80 F8 4A 
1758536290.071: 80 F8 C6 
1758536290.071: 80 F9 9B 
1758536290.071: 80 FA 8B 
1758536290.071: 80 FB 63 
1758536290.071: 80 FC 0D 
1758536290.071: 80 FC 7D 
1758536290.071: 80 FC 9D 
1758536290.071: 80 FC 64 
1758536290.071: 80 FC 00 
1758536290.071: 80 FB C4 
1758536290.071: 80 FB F1 
1758536290.071: 80 FC 7B 
1758536290.071: 80 FD 26 
1758536290.071: 80 FD BA 
1758536290.071: 80 FE 28 
1758536290.071: 80 FE 70 
1758536290.071: 80 FE 84 
1758536290.071: 80 FE 58 
1758536290.071: 80 FE 00 
1758536290.071: 80 FD BD 
1758536290.071: 80 FD C7 
1758536290.071: 80 FE 1F 
1758536290.071: 80 FE 99 
1758536290.071: 80 FF 08 
1758536290.071: 80 FF 60 
1758536290.071: 80 FF A0 
1758536290.071: 80 FF B6 
1758536290.071: 80 FF 8A 
1758536290.071: 80 FF 26 
1758536290.071: 80 FE C4 
1758536290.071: 80 FE A6 
1758536290.071: 80 FE DE 
1758536290.071: 80 FF 49 
1758536290.071: 80 FF B8 
1758536290.071: 80 00 16 
1758536290.071: 80 00 5B 
1758536290.071: 80 00 75 
1758536290.071: 80 00 4D 
1758536290.075: 80 FF EA 
1758536290.102: 80 FF 84 
1758536290.102: 80 FF 59 
1758536290.102: 80 FF 7F 
1758536290.102: 80 FF D8 
1758536290.102: 80 00 3A 
1758536290.102: 80 00 92 
1758536290.102: 80 00 E2 
1758536290.102: 80 01 15 
1758536290.102: 80 01 08 
1758536290.102: 80 00 B2 
1758536290.102: 80 00 40 
1758536290.102: 80 FF FC 
1758536290.102: 80 00 0F 
1758536290.102: 80 00 63 
1758536290.102: 80 00 C7 
1758536290.102: 80 01 1E 
1758536290.102: 80 01 65 
1758536290.102: 80 01 8F 
1758536290.102: 80 01 80 
1758536290.102: 80 01 2C 
1758536290.102: 80 00 BC 
1758536290.102: 80 00 74 
1758536290.102: 80 00 7F 
1758536290.102: 80 00 CC 
1758536290.102: 80 01 2C 
1758536290.102: 80 01 83 
1758536290.102: 80 01 D0 
1758536290.102: 80 02 0A 
1758536290.102: 80 02 13 
1758536290.102: 80 01 D4 
1758536290.102: 80 01 69 
1758536290.102: 80 01 18 
1758536290.102: 80 01 18 
1758536290.102: 80 01 63 
1758536290.102: 80 01 CD 
1758536290.102: 80 02 30 
1758536290.102: 80 02 86 
1758536290.102: 80 02 C4 
1758536290.102: 80 02 CF 
1758536290.102: 80 02 8F 
1758536290.102: 80 02 1D 
1758536290.102: 80 01 C1 
1758536290.102: 80 01 B7 
1758536290.102: 80 02 00 
1758536290.102: 80 02 6B 
1758536290.275: 80 02 CA 
1758536290.275: 80 03 16 
1758536290.275: 80 03 50 
1758536290.275: 80 03 65 
1758536290.275: 80 03 37 
1758536290.275: 80 02 D1 
1758536290.275: 80 02 6B 
1758536290.275: 80 02 47 
1758536290.275: 80 02 77 
1758536290.275: 80 02 D8 
1758536290.275: 80 03 40 
1758536290.275: 80 03 99 
1758536290.275: 80 03 DB 
1758536290.275: 80 03 F0 
1758536290.275: 80 03 C3 
1758536290.275: 80 03 61 
1758536290.275: 80 03 01 
1758536290.275: 80 02 DF 
1758536290.275: 80 03 0E 
1758536290.275: 80 03 72 
1758536290.275: 80 03 E0 
1758536290.275: 80 04 41 
1758536290.275: 80 04 8B 
1758536290.275: 80 04 A8 
1758536290.275: 80 04 7D 
1758536290.275: 80 04 13 
1758536290.275: 80 03 9D 
1758536290.275: 80 03 5D 
1758536290.275: 80 03 70 
1758536290.275: 80 03 BE 
1758536290.275: 80 04 1C 
1758536290.275: 80 04 73 
1758536290.275: 80 04 BD 
